סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
200,בית ינאי,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,378,378,374,-,ללא שיוך לאשכול               
326,בית יצחק-שער חפר,המרכז,השרון,מושבים 4999-2000 תושבים,עמק חפר,מערב השרון,"2,138","2,138","2,104",-,ללא שיוך לאשכול               
430,בית לחם הגלילית,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,הרי נצרת-תירען,824,823,807,1,אשכול רשויות הגליל והעמקים    
751,בית מאיר,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,765,765,765,-,ללא שיוך לאשכול               
784,בית נחמיה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור רמלה,897,897,885,-,ללא שיוך לאשכול               
16,בית ניר,הדרום,אשקלון,קיבוצים,יואב,אזור לכיש,616,616,603,-,אשכול רשויות שורק דרומי       
672,בית נקופה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,763,763,744,-,ללא שיוך לאשכול               
202,בית עובד,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גן רווה,אזור ראשון לציון,259,259,256,-,ללא שיוך לאשכול               
301,בית עוזיאל,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,659,658,651,-,ללא שיוך לאשכול               
756,בית עזרא,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,072","1,071","1,046",1,אשכול רשויות שורק דרומי       
604,בית עריף,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור רמלה,"1,203","1,202","1,187",1,ללא שיוך לאשכול               
212,בית צבי,חיפה,חדרה,יישובים מוסדיים יהודיים,חוף הכרמל,חוף הכרמל,329,329,328,-,אשכול רשויות מישור החוף       
598,בית קמה,הדרום,באר שבע,קיבוצים,בני שמעון,אזור גרר,"1,426","1,426","1,415",-,אשכול רשויות נגב מערבי        
365,בית קשת,הצפון,כנרת,קיבוצים,הגליל התחתון,גליל תחתון מזרחי,746,746,732,-,אשכול רשויות הכנרת והעמקים    
848,בית רבן,המרכז,רחובות,יישובים מוסדיים יהודיים,חבל יבנה,אזור רחובות,"1,038","1,039","1,022",-,אשכול רשויות שורק דרומי       
1162,בית רימון,הצפון,יזרעאל,קיבוצים,הגליל התחתון,הרי נצרת-תירען,982,982,982,-,אשכול רשויות הכנרת והעמקים    
9200,בית שאן,הצפון,יזרעאל,יישובים יהודיים 19999-10000 תושבים,עירייה,עמק בית שאן,"19,073","18,904","18,528",169,אשכול רשויות הכנרת והעמקים    
2610,בית שמש,ירושלים,ירושלים,יישובים יהודיים 199999-100000 תושבים,עירייה,שפלת יהודה,"154,694","154,599","152,774",94,ללא שיוך לאשכול               
248,בית שערים,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,אזור יקנעם,815,815,802,-,אשכול רשויות הגליל והעמקים    
747,בית שקמה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,893,888,874,4,אשכול רשויות נגב מערבי        
252,ביתן אהרן,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,167,166,160,-,ללא שיוך לאשכול               
3780,ביתר עילית,יהודה והשומרון,,יישובים יהודיים 99999-50000 תושבים,עירייה,,"64,016","64,015","64,003",1,ללא שיוך לאשכול               
94,בלפוריה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,556,557,540,-,אשכול רשויות הגליל והעמקים    
760,בן זכאי,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,חבל יבנה,אזור רחובות,"1,080","1,079","1,065",-,אשכול רשויות שורק דרומי       
712,בן עמי,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,768,767,743,1,אשכול רשויות גליל מערבי       
1084,בן שמן (כפר נוער),המרכז,רמלה,יישובים מוסדיים יהודיים,חבל מודיעין,אזור רמלה,598,593,539,5,ללא שיוך לאשכול               
2013,בן שמן (מושב),המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור רמלה,881,881,870,-,ללא שיוך לאשכול               
6100,בני ברק,תל אביב,,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור רמת גן,"218,357","218,211","216,987",146,ללא שיוך לאשכול               
1368,בני דקלים,הדרום,אשקלון,יישובים קהילתיים,לכיש,אזור לכיש,"1,685","1,685","1,685",-,ללא שיוך לאשכול               
592,בני דרום,המרכז,רחובות,מושבים שיתופיים,חבל יבנה,אזור רחובות,979,978,977,1,אשכול רשויות שורק דרומי       
386,בני דרור,המרכז,השרון,מושבים שיתופיים,לב השרון,מערב השרון,"1,196","1,196","1,182",-,אשכול רשויות השרון            
4015,בני יהודה,הצפון,גולן,יישובים קהילתיים,גולן,גולן דרומי,"1,152","1,152","1,005",-,אשכול רשויות גליל מזרחי       
1363,בני נצרים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,916,916,916,-,אשכול רשויות נגב מערבי        
448,בני עטרות,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,934,934,929,-,ללא שיוך לאשכול               
1066,"בני עי""ש",המרכז,רחובות,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור רחובות,"6,881","6,827","5,538",54,אשכול רשויות שורק דרומי       
418,בני ציון,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,חוף השרון,מערב השרון,"1,322","1,317","1,285",6,ללא שיוך לאשכול               
588,בני ראם,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,נחל שורק,אזור רחובות,"1,379","1,369","1,366",10,אשכול רשויות שורק דרומי       
685,בניה,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,ברנר,אזור רחובות,745,746,745,-,אשכול רשויות שורק דרומי       
9800,בנימינה-גבעת עדה,חיפה,חדרה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חדרה,"16,281","16,249","15,686",32,אשכול רשויות מישור החוף       
1326,"בסמ""ה",חיפה,חדרה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הר אלכסנדר,"10,743",5,3,"10,738",ללא שיוך לאשכול               
944,בסמת טבעון,הצפון,יזרעאל,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"8,145",20,13,"8,126",אשכול רשויות המפרץ            
483,בענה,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור כרמיאל,"8,629",18,8,"8,611",אשכול רשויות בית הכרם הגלילי  
389,בצרה,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,חוף השרון,מערב השרון,"1,178","1,178","1,147",-,ללא שיוך לאשכול               
589,בצת,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,449,443,433,6,אשכול רשויות גליל מערבי       
864,בקוע,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,875,874,858,1,ללא שיוך לאשכול               
3612,בקעות,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,187,188,184,-,אשכול יהודה ושומרון           
823,בר גיורא,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,725,721,706,3,ללא שיוך לאשכול               
1191,בר יוחאי,הצפון,צפת,יישובים קהילתיים,מרום הגליל,גליל עליון מזרחי,"1,092","1,092","1,092",-,אשכול רשויות גליל מזרחי       
3744,ברוכין,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,412","2,412","2,410",-,אשכול יהודה ושומרון           
428,ברור חיל,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,"1,063","1,049","1,033",12,אשכול רשויות נגב מערבי        
2060,ברוש,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור גרר,594,595,582,-,אשכול רשויות נגב מערבי        
3710,ברכה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"3,165","3,157","2,732",7,אשכול יהודה ושומרון           
746,ברכיה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,"1,242","1,242","1,242",-,אשכול רשויות נגב מערבי        
1728,בר-לב,הצפון,עכו,מוקד תעסוקה,מטה אשר,אזור כרמיאל,-,-,-,-,אשכול רשויות גליל מערבי       
667,ברעם,הצפון,עכו,קיבוצים,הגליל העליון,אזור אילון,672,672,592,-,אשכול רשויות גליל מזרחי       
141,ברק,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,396,395,394,-,אשכול רשויות הגליל והעמקים    
617,ברקאי,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,560,559,528,1,ללא שיוך לאשכול               
3654,ברקן,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,040","2,038","1,893",2,אשכול יהודה ושומרון           
2038,ברקת,המרכז,פתח תקווה,מושבים 4999-2000 תושבים,חבל מודיעין,אזור פתח תקווה,"2,260","2,259","2,252",-,ללא שיוך לאשכול               
1323,בת הדר,הדרום,אשקלון,יישובים כפריים אחרים יהודיים,חוף אשקלון,אזור אשקלון,760,760,743,-,אשכול רשויות נגב מערבי        
